Tweets,ID,len,Date,Source,Likes,RTs,Location
"@stccare_ksa
ركبت الفايبر اليوم مع خط ثابت اشتغل خمس دقايق والان الخط مشغول ومافي انترنت
احتاج فني",1.22882E+18,98,2020-02-15 23:30:36,Twitter for Android,0,0,
@stccare_ksa تقولون تواصل خاص ومحد يرد؟ لو سمحتوا انا عندي شريحه في زين مفوتر وبغيت احول الشريحه ل stc واطلع جوال ا… https://t.co/UWMkPHDyf8,1.22882E+18,140,2020-02-15 23:29:42,Twitter for iPhone,0,0,
@stccare_ksa @kooutar وشهي مواقع التواصل الاجتماعي الي ف عرض لامحدود,1.22882E+18,68,2020-02-15 23:23:41,Twitter for iPhone,0,0,
"@stccare_ksa 
السلام عليكم
الحد الائتماني عندي 450﷼ والفاتورة حاليًا 89﷼ فقط ومقطوع الجوال 
وش المشكلة؟",1.22882E+18,103,2020-02-15 23:16:35,Twitter for iPhone,0,0,
@INo_MeeRcY @stccare_ksa الله يعينك 😥,1.22882E+18,37,2020-02-15 23:13:20,Twitter for Android,1,0,
@N_odhaib8 @ikhloo @__CF130 @stccare_ksa والله كثير سنتين,1.22882E+18,57,2020-02-15 23:13:13,Twitter for iPhone,0,0,
@N_odhaib8 @ikhloo @__CF130 @stccare_ksa لازم يعني قلة الحيا ذي حقتهم في التفرقه,1.22882E+18,80,2020-02-15 23:07:14,Twitter for iPhone,0,0,
@3dlove20 @ikhloo @Lehaze3 @stccare_ksa وليش زين مايطلبون مثلهم وش ميزة زين لهم مديوينيه عندهم🤣🤣 وش شروطهم,1.22882E+18,106,2020-02-15 23:06:26,Twitter for iPhone,0,0,
"@stccare_ksa 
صباح الخير . عندكم بيع ايفون 11 برو اخضر ؟ بدون تقسيط ولا لابد من تقسيط وكم التقسيط",1.22882E+18,97,2020-02-15 23:05:53,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa طيب الباقة ٤  كم سعرها بالعاده  والقسط داخل مع الباقه أو لا,1.22882E+18,80,2020-02-15 22:57:56,Twitter for Android,0,0,
"@ik_x9 @stccare_ksa دق على ٩٠٠ خدمة الهاتف واستفسر من رقم التلفون وش المشكلة هل هي عامة او من عندك المشكلة
الحمد لل… https://t.co/v02jvF0k7s",1.22881E+18,140,2020-02-15 22:50:18,Twitter for Android,0,0,
RT @N_odhaib8: @ikhloo @__CF130 @stccare_ksa على سنتين .. https://t.co/ZezMwS7ybF,1.22881E+18,81,2020-02-15 22:49:54,Twitter for iPhone,0,1,
@stccare_ksa كان واضح *,1.22881E+18,23,2020-02-15 22:46:08,Twitter for Android,0,0,
@stccare_ksa جوابك للأسف غير احترافي سؤالي كان وانت لفيت الموضوع,1.22881E+18,64,2020-02-15 22:45:53,Twitter for Android,0,0,
@stccare_ksa @9xkaAnqVvBEr4sX عندي باقة مفوتر 4 هل اقدر اخليهااا بدون استخدام عادل الثلاث شرائح,1.22881E+18,95,2020-02-15 22:39:06,Twitter for iPhone,0,0,
"@stccare_ksa لا يزال انقطاع الإنترنت مستمراً من يوم الأربعاء الماضي الموافق 12-feb
@CITC_SA",1.22881E+18,91,2020-02-15 22:38:37,Twitter for iPhone,0,0,
@stccare_ksa مو أنا ياعزيزي ... اللي فوقي هي اللي تسأل,1.22881E+18,54,2020-02-15 22:37:38,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa تاخذين واحد منكسره شاشته منطول بالدرج له شهر🤦🏻‍♂️,1.22881E+18,70,2020-02-15 22:26:27,Twitter for iPhone,0,0,
@zizzzo10 @stccare_ksa هههه  قالو لي كذا قبل شهرين وصدقت,1.22881E+18,56,2020-02-15 22:25:35,Twitter for iPhone,0,0,
@ikhloo @__CF130 @stccare_ksa وترى تختلف الشروط بين العميل الجديد والقديم والمميز والعادي,1.22881E+18,89,2020-02-15 22:24:24,Twitter for iPhone,0,0,
@ikhloo @Lehaze3 @stccare_ksa مدري كم سعره في جرير ولا اكسترا بس اتوقع لو معك فيزا سامبا تاخذيه اقساط بنفس سعر الكاش الا اذا غيروه,1.22881E+18,130,2020-02-15 22:22:49,Twitter for iPhone,0,0,
@ikhloo @__CF130 @stccare_ksa على سنتين .. https://t.co/ZezMwS7ybF,1.22881E+18,66,2020-02-15 22:22:31,Twitter for iPhone,0,1,
@ikhloo @Lehaze3 @stccare_ksa لسى ابغا ارسلك لاني رحتلهم كم مره نفس الكلام روحي وخذيه من زين احسنلك,1.22881E+18,99,2020-02-15 22:21:58,Twitter for iPhone,0,0,
@Um_Tameem85 @ikhloo @stccare_ksa اجل ابيع عليكم جهازي مستعمل 😂,1.22881E+18,63,2020-02-15 22:20:50,Twitter for iPhone,0,0,
@N_odhaib8 @__CF130 @stccare_ksa لو دفعت الف وخمس كم اقسطه,1.22881E+18,58,2020-02-15 22:19:50,Twitter for iPhone,0,0,
@Mssunshin1 @stccare_ksa اي مره مايسوى,1.22881E+18,38,2020-02-15 22:19:36,Twitter for iPhone,0,0,
RT @N_odhaib8: @__CF130 @ikhloo @stccare_ksa وإذا ذاكرة ٢٥٦ فيه دفعه أولى  ٥٥٦ريال https://t.co/Q60K61vUZo,1.22881E+18,106,2020-02-15 22:19:29,Twitter for iPhone,0,1,
@ikhloo @__CF130 @stccare_ksa مقدار الدفعه الأولى يخليك تتحكمين بالقسط والمدة .,1.22881E+18,79,2020-02-15 22:19:03,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa 😘😘,1.22881E+18,23,2020-02-15 22:18:38,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa ذاكره ٦٤ ابعدي عنه👎🏻,1.22881E+18,41,2020-02-15 22:17:48,Twitter for iPhone,0,0,
@N_odhaib8 @__CF130 @stccare_ksa حلو توقعت فوق ال 1000,1.22881E+18,54,2020-02-15 22:17:23,Twitter for iPhone,0,0,
"@Lehaze3 @stccare_ksa لازم فاتوره
ولازم لك من ست اشهر واكثر",1.22881E+18,59,2020-02-15 22:16:38,Twitter for iPhone,0,0,
@__CF130 @ikhloo @stccare_ksa وإذا ذاكرة ٢٥٦ فيه دفعه أولى  ٥٥٦ريال https://t.co/Q60K61vUZo,1.22881E+18,91,2020-02-15 22:15:51,Twitter for iPhone,0,1,
@ikhloo @stccare_ksa ياليت @stccare_ksa يفيدونا بشروط التقسيط,1.2288E+18,61,2020-02-15 22:13:03,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa وترا stc ماعندهم الزيتي قالوا لي انتظري شهرين,1.2288E+18,66,2020-02-15 22:13:03,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa كنت مفكره اخذه لشخص هديه بس الحين بطلت🙂😩💔,1.2288E+18,62,2020-02-15 22:12:51,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa طبعا 256 اقصد,1.2288E+18,34,2020-02-15 22:11:26,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa للحين بعد الخصم فيه دفعه 556😂,1.2288E+18,50,2020-02-15 22:11:03,Twitter for iPhone,0,0,
"@ikhloo @stccare_ksa على حسب باقتك 
إذا مفوتر 4 تاخذينه بدون دفعه أولى
وقسط شهري 200 ريال على 24 شهر https://t.co/7DGW33TatE",1.2288E+18,124,2020-02-15 22:10:48,Twitter for iPhone,1,0,
@stccare_ksa لين متى الظلم الالياف للحين ماوصلت لي النت الارضي يفصل كل يوم ١٠٠ مرة من ثلاث سنوات مانحلت مشكلتي لدرج… https://t.co/ogwnugb5t4,1.2288E+18,140,2020-02-15 22:09:53,Twitter for iPhone,1,0,
@adddfcc1 @stccare_ksa 😂😂😂,1.2288E+18,26,2020-02-15 22:09:28,Twitter for iPhone,0,0,
@stccare_ksa لماذا تصرون على الرسائل الخاصة وطلبنا مصلحة عامة للجميع؟!! https://t.co/6qDnQtNbGz,1.2288E+18,95,2020-02-15 22:09:00,Twitter for iPhone,0,0,
@edreeshind @stccare_ksa تم 😂,1.2288E+18,29,2020-02-15 22:08:45,Twitter for iPhone,0,0,
@mnuav @stccare_ksa https://t.co/Vwb2rwSsuT,1.2288E+18,43,2020-02-15 22:08:16,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa اذا نزل سعره خبريني 😅,1.2288E+18,42,2020-02-15 22:07:49,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa خذيه من stc,1.2288E+18,32,2020-02-15 22:07:13,Twitter for iPhone,0,0,
@ikhloo @stccare_ksa الله يرزقك,1.2288E+18,31,2020-02-15 22:06:48,Twitter for Android,0,0,
"ملعون الخير برو ماكس الزيتي متى ينزل سعره ؟! 🙂💔
وبعدين لو باخذه من @stccare_ksa  اقساط عالفاتوره كم لازم دفعه اولى… https://t.co/PB4lqBPKAY",1.2288E+18,139,2020-02-15 22:04:59,Twitter for iPhone,4,0,
@stccare_ksa تم ارسال البيانات بالخاص,1.2288E+18,37,2020-02-15 22:03:59,Twitter for Android,0,0,
@stccare_ksa ابغى اطلع شريحه  عن طريق البرنامج   بس موراضي لان عندي شريحه  باسمي  مع انه المره الاولى طاعت وانا بالبيت,1.2288E+18,118,2020-02-15 22:03:37,Twitter for iPhone,0,0,
@stccare_ksa @ddaazz5231 انا بزود عليهم 800ريال,1.2288E+18,47,2020-02-15 21:57:50,Twitter for Android,0,0,
@stccare_ksa @ddaazz5231 هل ممكن الشخص ينزل أرقام للمزايده,1.2288E+18,58,2020-02-15 21:57:11,Twitter for Android,0,0,
@NouraGmd @stc_ksa @stccare_ksa هم لو إنهم يخافون الله ماكان ظلّوا حتى الحين :),1.2288E+18,79,2020-02-15 21:54:53,Twitter for Android,0,0,
"@stccare_ksa 
عيب عليكم اننا نتواصل معكم عالخاص ومانلقى اي رد واي استجابه منكم 
لو اني ماخذ زين ولا موبايلي اصرف من شركتكم السيئه",1.2288E+18,129,2020-02-15 21:54:15,Twitter for iPhone,0,0,
"@stccare_ksa 
هل بتستمر باقة ١٦٠ ب٢٠قيقا ولا بس فترة 
لاني اذكر قبل كانت ١٠ قيقا",1.2288E+18,80,2020-02-15 21:53:49,Twitter for iPhone,0,0,
@hawy1412 @stc_ksa @stccare_ksa 😂😂,1.2288E+18,34,2020-02-15 21:53:17,Twitter for iPhone,0,0,
@Turkialmaeeni @stc_ksa @stccare_ksa حتى انا الله لا يوفقهم مدري وين بيوديهم ربي ذولا,1.2288E+18,85,2020-02-15 21:46:22,Twitter for iPhone,0,0,
@stccare_ksa ابي اعرف أنا ليه ماتحطون ل رقمي عروض!!,1.2288E+18,51,2020-02-15 21:44:57,Twitter for iPhone,0,0,
"عندي لكم خبر ممكن ماتصدقوه ولكن أقسم لكم بالله العظيم إنه صحيح :)

تصدقون إن STC تخصم علي كلما جتني مكالمة واردة، ي… https://t.co/drdgIQ2EPI",1.2288E+18,140,2020-02-15 21:39:04,Twitter for Android,0,0,
@stccare_ksa لين متى ضعف نت عيب عليكم حسبي الله عليكم حسبي الله على كل موظف ياخذ راتب من هالشركة الله يجعل رواتبكم… https://t.co/pfX2b017wC,1.22879E+18,139,2020-02-15 21:28:05,Twitter for iPhone,0,0,
@stccare_ksa @Daghaem السلام عليكم ممكن سوال,1.22879E+18,44,2020-02-15 21:27:11,Twitter for iPhone,0,0,
@stccare_ksa ضاعت مني الشريحه ودخلت ع mystc,1.22879E+18,43,2020-02-15 21:25:29,Twitter for iPhone,0,0,
@stccare_ksa سلام عليكم ضاعت مني شريحه وابي اوقفها,1.22879E+18,50,2020-02-15 21:24:30,Twitter for iPhone,0,0,
@stccare_ksa @mohdalaamri42 كم رقم الخدمه اللي تزودني بمدة صلاحيه الشريحه,1.22879E+18,73,2020-02-15 21:23:18,Twitter for iPhone,0,0,
@stccare_ksa أبدينا هذه الملاحظات منذ تحديث التطبيق ولاحياة لمن تنادي!!!,1.22879E+18,72,2020-02-15 21:18:50,Twitter for iPhone,0,0,
"@stccare_ksa الدخول بالبصمة لايعمل..
من لديه شرائح متعددة يمكن لأي مستخدم خلاف المستخدم الرئيسي الدخول للتفاصيل!!!!… https://t.co/aZR3SrK6J9",1.22879E+18,140,2020-02-15 21:17:55,Twitter for iPhone,0,0,
@stccare_ksa شكراً,1.22879E+18,18,2020-02-15 21:15:41,Twitter for iPhone,0,0,
@stccare_ksa مع الضريبة ولا بدون,1.22879E+18,32,2020-02-15 21:13:33,Twitter for iPhone,0,0,
@stccare_ksa @foady20200 لو سمحت الايفون ماكس ٦٤قيقا كم سعره.,1.22879E+18,61,2020-02-15 21:11:15,Twitter for iPhone,0,0,
"@stccare_ksa ههههههههههههه يقول يومك سعيد 😂

الواجب الي عليكم 👈🏻حق من حقوقي تقومون فيه مو لازم اشتكي وارسل.

يومكم تعيس",1.22879E+18,119,2020-02-15 21:01:26,Twitter for iPhone,0,0,
@stccare_ksa @alkerih كيف اشترك نتفلكس؟,1.22879E+18,39,2020-02-15 20:59:08,Twitter for iPhone,1,1,
"@stccare_ksa
وبعدين ؟ وش المشكلة ووين تكون ؟ https://t.co/MzrWN91QbH",1.22879E+18,68,2020-02-15 20:56:58,Twitter for iPhone,0,0,
"@stccare_ksa والدي عميل لديكم منذ ٢٠٠٣ وحتى الآن 
ما يستاهل آيفون ١١ مكافأة ؟! 😍",1.22878E+18,80,2020-02-15 20:54:07,Twitter for iPhone,0,0,
@stccare_ksa السلام عليكم. هل هناك اي اخبار في تحسين جودة الشبكة في حي الرمال في مدينة الرياض؟ وهل هناك اي خبر في تركيب ألياف بصرية في الحي؟,1.22878E+18,140,2020-02-15 20:53:51,Twitter for iPhone,0,2,
"@stccare_ksa تم شحن البطاقه عن طريق تركيب الشريحه بجهاز جوال 
ارقام بطاقة الشحن 15 رقم معلوماتك غير دقيقه ..!
ولايمكن الشحن عبر التطبيق",1.22878E+18,135,2020-02-15 20:50:40,Twitter for iPhone,0,0,
RT @kd5066: نرفع اليكم معاناتنا الشديد لضعف التصفح بالنت  وعدم تغطية داخل المنازل من جهة الشمال الى جهة الغرب من البرج بخصوص برج اتصال stc …,1.22878E+18,140,2020-02-15 20:49:30,Twitter for iPhone,0,8,
"RT @alm3awi: #يحدث_في_بيشة 
معاناة يومية لسكان #العبلاء (غرب #بيشة)على الطريق الرابط بين العبلاء والثنية بطول ٤٥ كيلو بسبب غياب خدمة الجوال…",1.22878E+18,140,2020-02-15 20:46:37,Twitter for Android,0,17,
@stccare_ksa كيف طريقة حجز الموعد عن طريق برنامج mystc,1.22878E+18,54,2020-02-15 20:46:25,Twitter for iPhone,0,0,
@Lafi_alanzi @stccare_ksa لها أسبوعين زفته عندي بس اليومين هذي تحسنت,1.22878E+18,68,2020-02-15 20:45:47,Twitter for iPhone,0,0,
@stccare_ksa https://t.co/l2XIiGAWkl,1.22878E+18,36,2020-02-15 20:45:25,Twitter for iPhone,0,0,
"RT @ksa5381: @CITC_SA 
@stccare_ksa 
@g_alzenad 
محافظة غامد الزناد تحتاج النظر في سرعة النت https://t.co/EDeEbnGEOt",1.22878E+18,116,2020-02-15 20:43:26,Twitter for Android,0,2,
عندي بالاستراحه بالرياض بحي المهديه شارع عبدالاله الثقفي سرعه 4G سيئه  جدا احتاج لهذا المشكله @stccare_ksa,1.22878E+18,106,2020-02-15 20:38:41,Twitter for Android,0,1,
@stccare_ksa نتواصل ع الخاص محد يرد,1.22878E+18,35,2020-02-15 20:33:49,Twitter for iPhone,0,0,
@stccare_ksa لا توجد ابراج شبكة في حي الواحة ؟؟؟؟؟؟؟,1.22878E+18,52,2020-02-15 20:32:49,Twitter for iPhone,0,0,
@alm3awi @stc_ksa @stccare_ksa @CITC_SA بيض الله وجه الاستاذ عبدالله استل قلمه في خدمة منطقته كثر الله من امثاله,1.22878E+18,112,2020-02-15 20:24:40,Twitter for iPhone,0,0,
"@ahmad0000711 @stccare_ksa أهلًا بك، يسعدنا خدمتك من خلال رفع الشكوى عبر موقعنا الإلكتروني:
 https://t.co/YxeyfA0DGo https://t.co/t5952trjPa",1.22878E+18,140,2020-02-15 20:23:08,Hootsuite Inc.,0,0,
@stccare_ksa @CITC_withU  شفولي حل معهم اراسلهم من العصر مايردون,1.22878E+18,64,2020-02-15 20:21:00,Twitter for Android,0,0,
@stccare_ksa اشتريت رقم جديد كيف افعله مافيه ابراج,1.22878E+18,50,2020-02-15 20:19:03,Twitter for iPhone,0,0,
"@stccare_ksa 
السلام عليكم 
هل يمكن ان اشتري جهاز DSL من الفرع 
لو لازم اتصل ليكم",1.22877E+18,81,2020-02-15 20:13:59,Tweetbot for iΟS,0,0,
@adddfcc1 @stccare_ksa اتفق وبقوة 🙂💔.,1.22877E+18,37,2020-02-15 20:13:26,Twitter for iPhone,0,0,
"@stccare_ksa سلام عليكم 
عندي ديسئل نت منزلي طافي النت ايش هالمشكله",1.22877E+18,67,2020-02-15 20:10:53,Twitter for iPhone,0,0,
ابي نت اسبوع مفتوح شلوووون الطريقه عندي شريحتين وحده من 👈🏼 @stccare_ksa  والثانيه من @ZainKSA  اي وحده فيكم عندها اسبوعي مفتوح !!!!!!!!,1.22877E+18,135,2020-02-15 20:09:53,Twitter for iPhone,0,0,
@stccare_ksa @SJDRHU هل استمر,1.22877E+18,29,2020-02-15 20:07:06,Twitter for iPhone,0,0,
"@stccare_ksa 

مفعل باقة سواء بوست 

ولي كم يوم ما يشتغل معاي اليوتيوب علماً التواصل الاجتماعي مجاناً والان اذ اتصل… https://t.co/lSGwAnzWE0",1.22877E+18,140,2020-02-15 20:05:41,Twitter for iPhone,0,0,
@stccare_ksa ايش فيه عروض اتصال ونت ؟؟,1.22877E+18,38,2020-02-15 20:04:29,Twitter for iPhone,0,0,
ياخي النت سئ وش الحل معكم لا تخلوني اعصب واتنرفز واكسر كل شي قدامي ووراي نبتل نتحشدكم وجع ! ..😡😠🌚 @stccare_ksa,1.22877E+18,110,2020-02-15 20:00:44,Twitter for Android,0,0,
@stccare_ksa تقولون تواصل خاص ومحد يرد؟ لو سمحتوا انا عندي شريحه في زين مفوتر وبغيت احول الشريحه ل stc واطلع جوال ا… https://t.co/UWMkPHDyf8,1.22882E+18,140,2020-02-15 23:29:42,Twitter for iPhone,0,0,
@stccare_ksa الانترنت فايبر مقطوع عندي بالبيت والتلفون يعطيني مشغول وتواصلت من الجوال على ٩٠٠ وادخل رقم اخر واحط رق… https://t.co/bWr2fGf3AK,1.22919E+18,140,2020-02-16 23:52:06,Twitter for iPhone,0,0,
@stccare_ksa ! https://t.co/iy7eZuu7yx,1.22919E+18,38,2020-02-16 23:49:07,Twitter for iPhone,0,0,
@stccare_ksa السلام عليكم وصباح الخير سوا فليكس في الموقع مكتوب ١٠ جيجا انترنت هل معنى هذا ان الانترنت يشمل حتى موا… https://t.co/58z5F0c6kv,1.22919E+18,140,2020-02-16 23:38:24,Twitter for iPhone,0,0,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22919E+18,140,2020-02-16 23:37:48,Twitter for Android,0,134,
@stccare_ksa كيف اسجل خروج من اليوتيوب,1.22919E+18,38,2020-02-16 23:32:33,Twitter for Android,0,0,
@stccare_ksa ردو خاص,1.22919E+18,20,2020-02-16 23:30:38,Twitter for Android,0,0,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22918E+18,140,2020-02-16 23:22:45,Twitter for Android,0,134,
"RT @meddo503: @CITC_SA
@stccare_ksa
@stc_ksa
السلام عليكم 
ليش ما تلتزمون بالنظام يا شركة الاتصالات وتنفذون القرار الصادر ضدكم في الشكوى رق…",1.22918E+18,140,2020-02-16 23:14:01,Twitter for Android,0,5,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22918E+18,140,2020-02-16 23:13:24,Twitter for Android,0,134,
@stccare_ksa @i___ARM طيب ردو خاص 😡,1.22918E+18,35,2020-02-16 23:10:23,Twitter for iPhone,1,0,
@itwejdan @stccare_ksa ههههههههههههههههههههههههه,1.22918E+18,48,2020-02-16 23:09:37,Twitter for iPhone,0,1,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22918E+18,140,2020-02-16 23:06:33,Twitter for Android,0,134,
"@ON0_OF @stccare_ksa تقديم شكوى 

اختر نوع الشكوى
عدم تفعيل خدمة أو تطبيق مزاياها 

نوع الخدمة 
متنقل 

نوع الخدمة… https://t.co/Xvc3oU1AHH",1.22918E+18,139,2020-02-16 22:56:54,Twitter for iPhone,0,0,
"@ON0_OF @stccare_ksa بخصوص ضعف تغطية الأبراج لشركات الاتصالات 
قم بالدخول على موقع هيئة الإتصالات واتبع الخطوات الت… https://t.co/eaqCKO2Bmn",1.22918E+18,140,2020-02-16 22:56:43,Twitter for iPhone,1,0,
"@stccare_ksa Stc السعودية  ...بعد التحية 
باقة بيتي ١٠٠ ميجا السرعة جداً ضعيفة وتصل بالكاد ٥٠ !!! تحياتي لكم",1.22918E+18,108,2020-02-16 22:52:09,Twitter for iPhone,0,0,
"@stccare_ksa
لدي نقاط قطاف على خطي الارضي ابي احولها لرقمي مسبق الدفع
احاول يقول لي لك طلب معلق من يومين نفس الرسالة ما الحل",1.22917E+18,124,2020-02-16 22:43:23,Twitter for Android,0,0,
@stccare_ksa ممكن تردون على الخاص,1.22917E+18,33,2020-02-16 22:42:07,Twitter for iPhone,0,0,
@stccare_ksa السلام عليكم لدي خط جوال تم فصله ولم يتم إرجاع الخط بعد السداد,1.22917E+18,75,2020-02-16 22:41:32,Twitter for Android,0,0,
@stccare_ksa @yosif_moh نفس المشكله ندفع و نسدد الفاتوره و اخرتهاالشبكه ماتشتغل فلوس على الفاضي,1.22917E+18,95,2020-02-16 22:39:26,Twitter Web App,0,0,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22917E+18,140,2020-02-16 22:38:18,Twitter for Android,0,134,
"@stccare_ksa 
الاعزاء #الاتصالات_stc  
شعاركم  #يلا_نروح_أبعد 
وشبكتكم ماتغطي بجوده  حي الامير عبدالاله في… https://t.co/ODpZPFdJXr",1.22917E+18,131,2020-02-16 22:34:57,Twitter for iPhone,2,1,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22917E+18,140,2020-02-16 22:34:07,Twitter for Android,0,134,
@nightking055 @stccare_ksa @stc_ksa ￼شوفو شغلكم مع ذا البكايه بالله,1.22917E+18,67,2020-02-16 22:31:39,Twitter for iPhone,0,0,
@nightking055 @stccare_ksa القم القم بس,1.22917E+18,39,2020-02-16 22:30:05,Twitter for iPhone,0,0,
@stccare_ksa السلام عليكم طيب عند نقل ملكية رقم الجوال لشخص آخر هل يستطيع المنقوله له الملكيه الدخول الى ابشر على اساس انه الشخص الأصلي,1.22917E+18,135,2020-02-16 22:29:14,Twitter for iPhone,0,0,
@iciiew @stccare_ksa العفو وأنا اخوك.,1.22917E+18,37,2020-02-16 22:26:58,Twitter Web App,0,0,
@_QLQ @stccare_ksa اوك مشكور 🌹,1.22917E+18,30,2020-02-16 22:26:30,Twitter for Android,0,0,
@_QLQ @stccare_ksa شكراً، يعطيك العافيه,1.22917E+18,39,2020-02-16 22:23:30,Twitter Web App,0,0,
@stccare_ksa بليز لو سمحت انا عندي شريحة بينات كل مادخلها بالجوال تجيني الخدمه غير متوفره,1.22917E+18,89,2020-02-16 22:22:16,Twitter for iPhone,0,0,
"@iciiew @stccare_ksa اذا معك الهوية والاسم كلمي على رقم المديونيات بكره الصباح دوامهم رسمي إلى قبل 2 الظهر

8001166696",1.22917E+18,118,2020-02-16 22:20:59,Twitter Web App,0,0,
"@stccare_ksa
سلام عليكم
بكم الاشتراك بباقة بيانات 5G غير محدود مع راوتر متنقل huawei 5g mobile wifi pro ؟؟",1.22917E+18,106,2020-02-16 22:20:58,Twitter for Android,0,0,
@stccare_ksa @hakeem_2001 اليوم رقيت الباقه لمفوتر 4 جوي تي في مجاناً وع كلام الموظفه دوري بلس مجاناً هل هذا صحيح ؟؟؟,1.22917E+18,117,2020-02-16 22:20:05,Twitter for iPhone,0,0,
@_QLQ @stccare_ksa رقم الحساب قديم وأساساً رقم الجوال مو معاي بس ابي اعرف الرقم اللي على هالحساب,1.22917E+18,96,2020-02-16 22:17:58,Twitter Web App,0,0,
"@stccare_ksa 
أنا عندي رقم حساب فاتورة stc وابي أعرف رقم الجوال اللي عليه",1.22917E+18,73,2020-02-16 22:09:34,Twitter Web App,0,0,
"@_stiil0 حياك الله 
بخصوص استفسارك يمكنك التواصل مع @stccare_ksa وإن شاء الله ما راح يقصرون معك 👍 💜",1.22916E+18,99,2020-02-16 22:05:14,Sprout Social,0,0,
@stccare_ksa مرحبا رقمي انقفل يطلب puk ممكن تتواصلون معي بطلع لي تبقى ٨ محاولات https://t.co/P0kogAXkhz,1.22916E+18,103,2020-02-16 22:01:47,Twitter for iPhone,0,0,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22916E+18,140,2020-02-16 22:00:29,Twitter for Android,0,134,
@stccare_ksa @S_H1K كيف يكون تركيب الألياف البصريه وكم سعرها وكيف تستخدم,1.22916E+18,72,2020-02-16 21:59:41,Twitter for Android,0,0,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22916E+18,140,2020-02-16 21:54:45,Twitter for Android,0,134,
@meddo503 @pnxsrr @CITC_SA @stccare_ksa @stc_ksa لا حياة لمن تنادي .. انا صار لي اكثر من ثلاث شهور  مطالبات بسبب اح… https://t.co/4DkYPme9Nb,1.22916E+18,140,2020-02-16 21:54:10,Twitter for iPhone,0,0,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22916E+18,140,2020-02-16 21:48:55,Twitter for Android,0,134,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22916E+18,140,2020-02-16 21:47:57,Twitter for Android,0,134,
RT @ahmadaid88: يعاني أهالي هجرة الهيم من سوء الشبكه وضعفها والمعاناه مستمره منذ سنتين حيث يعاني البرج الرئيسي في هالهجره من الإهمال من قبل…,1.22916E+18,140,2020-02-16 21:43:46,Twitter for Android,0,134,
@stccare_ksa عندي مشكله في احد خدمات بيتي فايبر وليس هناك طريقه لتواصل معكم من التطبيق يقول حصل خطأ اتصل يقول  نعتذ… https://t.co/8jPNJflNGH,1.22916E+18,140,2020-02-16 21:42:19,Twitter for Android,0,0,
@stccare_ksa @FahdAlHajji اخوي رحت باخذ ايفون ١١ وطبعا الالوان الي ابيها مو موجودة طيب اذا بيطلبها الموظف كم يبي له… https://t.co/M9zifKLetX,1.22916E+18,140,2020-02-16 21:35:25,Twitter Web App,0,0,
"@FahadEngineer وعليكم السلام يالغالي
بخصوص استفسارك يمكنك التواصل مع @stccare_ksa وما راح يقصرون معك 👍 💜",1.22916E+18,104,2020-02-16 21:28:52,Sprout Social,0,0,
